homograph,simalign_fr,fr-label,en_sent,fr_sent
present,actuel,present_adj-nou,"At the moment , under our present system , what happens is that shortly before the vote takes place all the coordinators in the various groups look at the ingenious proposals of their colleagues from the other groups and then they ask themselves : can we vote on the first three words of Amendment No 3 , let us abstain on the next three words and then we will not participate in the vote on the last three words . "," Conformément au système actuel , peu de temps avant le vote , les coordinateurs des différents groupes considèrent les propositions ingénieuses de leurs collègues d' autres groupes et se demandent s' ils peuvent voter sur les trois premiers mots de l' amendement 3 , ou s' ils doivent s' abstenir sur les trois mots suivants et ne pas participer au vote sur les trois derniers mots . "
present,actuelle,present_adj-nou,"These kinds of issues are under consideration at the present time , but it is too early to go into more detail . ", De telles réflexions sont menées à l' heure actuelle mais il est trop tôt pour en dire plus . 
present,actuellement,present_adj-nou,"As regards the procedures for adaptation , in its present consultations , the Commission is favouring concerted action with the sectors in question and the sharing of information . "," Concernant les modalités d' adaptation , la Commission privilégie , dans les consultations qu' elle mène actuellement , la concertation avec les secteurs concernés et leur information . "
present,Actuellement,present_adj-nou,At present cancer is the second biggest cause of death and illness in Europe .," Actuellement , le cancer est la deuxième cause la plus importante de décès et de maladie en Europe . "
present,actuelles,present_adj-nou,"Yet , this control is very much needed under the present circumstances . ", Ce contrôle est toutefois impératif dans les conditions actuelles . 
present,actuels,present_adj-nou,"I would like to ask you all to give attention in your speeches , too , to how Parliament can contribute to solving the present problems . "," Je voudrais vous demander à tous de vous attacher , dans vos interventions , à la manière dont le Parlement peut participer à la résolution des problèmes actuels . "
present,apporte,present_vrb,Mr Prodi furthermore described his extreme vision of the bonus of competition according to which public service would be acceptable only if did not present an obstacle to the market .," M. Prodi nous a , par ailleurs , décrit sa vision outrancière du primat de la concurrence , selon laquelle le service public ne serait acceptable que s ' il n ' apporte pas d ' entraves au marché . "
present,assisté,present_vrb,"We were present at a hearing organised by the Committee on External Economic Relations at which European businessmen voiced their serious concern and explained how this very agreement , which is not at all clear , has disrupted investment in Cuba . "," Nous avons assisté à une séance de la commission des relations économiques extérieures au cours de laquelle les entrepreneurs européens nous ont dit qu' ils étaient vraiment inquiets et que , précisément , cet accord qui n' est pas si clair écartait tout investissement à Cuba . "
present,aujourd'hui,present_adj-nou,"The political situation in Turkey is complicated , and at present it is difficult to draw far - reaching conclusions about the direction Turkey will take as regards its foreign policy , and its relationship with Europe . "," La situation politique en Turquie est complexe . Il est difficile aujourd'hui de tirer des conclusions à long terme sur l' orientation que donnera ce pays à sa politique étrangère , y compris pour ses relations avec l' Europe . "
present,aujourd’hui,present_adj-nou,"According to the Commission , protection is given to the areas around Madeira , the Azores and the Canaries , outermost archipelagos where the traditional fishing methods that have been used for centuries up to the present day have made it possible not only to preserve species but also to maintain thriving fishing communities . "," Selon la Commission , une protection existe dans les eaux baignant Madère , les Açores et les Canaries , des archipels ultrapériphériques où les méthodes traditionnelles de pêche utilisées depuis des siècles jusqu’ à aujourd’hui ont permis de préserver non seulement les espèces , mais aussi des communautés de pêche florissantes . "
present,avons,present_vrb,"Instead of responses designed to improve living conditions and address the problem of poverty which affects more than 80 million people , they present an even more neo - liberal version of the Lisbon Strategy designed to pursue the liberalisation and privatisation of public services . "," Au lieu de réponses conçues pour améliorer les conditions de vie et lutter contre le pauvre de la pauvreté qui touche plus de 80 millions de personnes , nous avons une version encore plus néolibérale de la stratégie de Lisbonne élaborée pour poursuivre la libéralisation et la privatisation des services publics . "
present,cadeau,present_adj-nou,I am glad to see that this evening   –   and perhaps this is a Christmas present   –   the rapporteur is tabling 21 more or less satisfactory compromise amendments ., Heureusement - est -ce un cadeau de Noël ?   - le rapporteur nous propose ce soir vingt et un amendements de compromis plutôt satisfaisants . 
present,circonstances,present_adj-nou,"In spite of the present circumstances , I hope to be able to bring forward the proposal . "," J' ai l' espoir de pouvoir présenter cette proposition , malgré les circonstances que l' on connaît . "
present,comporte,present_vrb,"In itself , what has been said here may be true , that it does not present any risk to human health . "," Il est d' ailleurs possible , comme on l' a dit , que cette pratique ne comporte pas de risques pour la santé humaine . "
present,élaborer,present_vrb,"Mr President , Mr Posselt , let me just repeat what I have said : I believe it is quite clear that the Commission must first present proposals ; these are the rules of the European Union . "," Monsieur le Président , Monsieur Posselt , je répète à nouveau qu' il me semble tout à fait clair que la Commission doit d' abord élaborer des propositions , ce sont les règles de l' Union européenne . "
present,encore,present_adj-nou,"At present , we are only dealing with food available to the consumer . ", Nous ne nous sommes encore penchés que sur la nourriture proposée au consommateur . 
present,exposer,present_vrb,"I do not intend to present in detail the Council 's position here this afternoon , but I will just say that the Presidency is obviously more than happy to reach an agreement that satisfies the three institutions and that enables us to adopt the financing instruments as quickly as possible . "," Je ne tiens pas à exposer en détail la position du Conseil , ici , cet après-midi , mais je me contenterai de dire que la Présidence est évidemment tout à fait prête à parvenir à un accord qui satisfasse les trois institutions et qui nous permette d' adopter les instruments financiers le plus vite possible . "
present,heure,present_adj-nou,"Given the many problems , it certainly can not be claimed at present that the internal market has made things easier . "," Pour l' heure , on ne peut espérer que le marché intérieur apporte un allégement aux multiples problèmes qui se posent . "
present,hui,present_adj-nou,"Madam President , we need to be aware that , at present , there is no international legal reference standard for culture . I agree with all the Members who stated that one is called for . "," Madame la Présidente , il faut savoir qu' aujourd' hui , il n' existe pas de norme juridique internationale de référence en matière culturelle et je réponds oui à tous les députés qui ont dit qu' il en faudrait une . "
present,instant,present_adj-nou,"This will not have adverse impacts on cod stocks , as there is very little low bycatch of cod at present . ", Cela ne produira aucun effet néfaste sur les stocks de cabillaud parce que les captures accessoires de cabillaud sont très réduites pour l' instant . 
present,introduire,present_vrb,"Turning to specifics , Mr President , I wish to emphasize that the main objective of this report is to put forward a joint European Union proposal for the strengthening of world monetary cooperation , and not to present proposals for the regulation of the markets - for which reason I must announce that I can not accept the amendments tabled by the Green Group . "," Venant aux choses concrètes , Monsieur le Président , j' aimerais souligner le fait que l' objectif prioritaire du rapport est de fournir une proposition commune de l' Union européenne pour renforcer la coopération monétaire à l' échelle globale et non pas tellement d' introduire des propositions de réglementation des marchés - raison pour laquelle j' annonce dès maintenant que je n' accepterai pas les amendements présentés par le groupe des verts . "
present,inviter,present_vrb,"Mr President , could I perhaps invite the rapporteur to present his oral amendment to 335 ? "," Monsieur le Président , peut-être pourrais -je inviter le rapporteur à exposer son amendement oral concernant le 335 . "
present,maintenant,present_adj-nou,Just why is so much pressure being piled on at present ?, Pourquoi une telle pression maintenant ? 
present,moment,present_adj-nou,"At present , the aid organisations are severely hampered in their work by the insecurity which prevails in the northern and eastern provinces of the country . "," Pour le moment , les organisations d ' aide sont fortement limitées dans leur travail par l ' insécurité régnant dans les provinces du nord et de l ' est du pays . "
present,participants,present_adj-nou,"Strong demands were also made by many others present at this meeting , including representatives of the USA , China , Russia and others , for the immediate release of Aung San Suu Kyi and other political prisoners . "," De nombreux autres participants à cette réunion , notamment des représentants des États-Unis , de la Chine , de la Russie et d' autres , ont présenté des requêtes vibrantes en faveur de la libération immédiate d' Aung San Suu Kyi et d' autres prisonniers politiques . "
present,pose,present_vrb,The expiry of the ECSC Treaty and the integration of steel research into the fifth framework programme of research and technological development present a serious problem ., L' expiration du traité CECA et les difficultés d' intégration de programmes de recherche acier dans le cinquième programme - cadre de recherche et développement pose un problème majeur . 
present,présence,present_adj-nou,"The ' no ' side was not allowed to be present at Berlin , London or Paris . "," La présence des opposants n' a pas été autorisée à Berlin , à Londres ou à Paris . "
present,présent,present_adj-nou,"I am also very glad to see that the present text incorporates Amendment 18 , which explicitly states that the objections of citizens in countries like France and the Netherlands must be met halfway . ", J’ apprécie également beaucoup le fait que le présent texte incorpore l’ amendement 18 qui déclare explicitement que les objections des citoyens de pays comme la France et les Pays - Bas doivent faire l’ objet de compromis . 
present,présente,present_adj-nou,"The European Union 's energy supply will be a central issue over the coming years and decades , one that will be ever - present and will demand our attention . ", L' approvisionnement énergétique de l' Union européenne sera une question centrale continuellement présente et qui exigera toute notre attention dans les années et décennies à venir . 
present,présentent,present_vrb,"If new Commissioners are appointed during the mandate of the Commission , I will ensure , together with the President of the Parliament , that they present themselves immediately to Parliament . "," Si de nouveaux commissaires sont désignés durant le mandat de la Commission , je veillerai , avec le président du Parlement , à ce que ceux - ci se présentent immédiatement au Parlement . "
present,présenter,present_vrb,"Finally , I would ask the Commission to present these proposals as soon as possible . "," Enfin , je voudrais inviter la Commission à présenter ces propositions aussi rapidement que possible . "
present,présentera,present_vrb,"As far as possible , the Commission will present a proposal in this regard . "," Lorsque ce sera possible , la Commission présentera une proposition en ce sens . "
present,présenterai,present_vrb,We shall have occasion to talk about these matters again when I present my report on relations between the European Union and Russia ., Nous aurons l' occasion de reparler de ces questions lorsque je présenterai le rapport qui m' a été confié sur les relations entre l' Union européenne et la Russie . 
present,présenteront,present_vrb,"With regard to the introduction of the euro coins and notes in 12 Member States on 1 January 2002 , the President of the ECOFIN Council , Minister Reynders , the relevant European Commissioner , Mr Solbes , and the President of the European Central Bank , Mr Wim Duisenberg , will present a detailed report on the level of preparedness of the Member States . "," En ce qui concerne l ' introduction de l ' euro dans 12 États membres dès le 1er janvier 2002 , le président du Conseil Écofin , le ministre Reynders , le commissaire compétent Solbes et le président de la Banque Centrale Européenne , Wim Duisenberg , présenteront un rapport sur l ' état d ' avancement exact dans les États membres . "
present,présentes,present_vrb,"Madam President , may I remind all those present , and yourself , that in this week 55 years ago a forgotten concentration camp , located in our immediate vicinity here , was liberated . "," Madame la Présidente , je prends la liberté de vous rappeler , ainsi qu' aux personnes présentes , qu' il y a 55 ans , presque jour pour jour , un camp de concentration oublié et situé dans les environs immédiats a été libéré . "
present,présentez,present_vrb,"This manifesto , Mr Prodi , is not our problem , although it could be argued that if you present a comprehensive policy programme , this should not be in response to a country ’s domestic political situation ; the place for this would have been the European Parliament . "," Ce manifeste , Monsieur Prodi , n’ est pas notre problème , même si l’ on pourrait objecter que si vous présentez un programme politique global , cela ne devrait pas être en réponse à la situation politique d’ un pays et que le Parlement européen eut été l’ endroit approprié pour ce faire . "
present,présentons,present_vrb,"Payments are the essential in this category , the category in which the amendments we present on payments have the greatest impact . ", Les décaissements sont essentiels dans cette catégorie et les amendements que nous présentons à leur propos ont l’ impact le plus important . 
present,présents,present_adj-nou,We can be sure we will have the necessary number of Members present and we can make sure that any further confusion is eliminated by the time of the final vote ., Nous pouvons être sûrs de réunir le nombre requis de députés présents et de faire en sorte d' éviter toute confusion supplémentaire avant le vote final . 
present,proposer,present_vrb,"Finally , Mr Solbes , as regards prices policy or , to be more precise , the redirection of state aid and subsidies , Ecofin was supposed to present a five - year plan designed to phase out the subsidisation of environmentally harmful activities . "," Enfin , sur la politique des prix , Monsieur Solbes , concernant plus précisément la réorientation des subsides et des aides d’ État , Ecofin devait proposer un plan de , sur cinq ans , des subsides dommageables à l’ environnement . "
present,soumettra,present_vrb,I hope the Commission will get to grips with this very soon and present us with a new proposal to discuss in this House .," J' espère que la Commission s' attellera rapidement à la tâche et qu' elle soumettra une nouvelle proposition à l' Assemblée , pour discussion . "
present,soumettre,present_vrb,The Commission does not intend to present a modified proposal because despite sharing your concern – and your perplexity – it is quite clear that there is a unanimous will in the Council for there to be one member of the Management Board per Member State .," La Commission n’ a pas l’ intention de soumettre une proposition modifiée parce que , bien que nous partagions votre préoccupation   - et votre perplexité   - , il est indubitable que le Conseil souhaite à l’ unanimité que chaque État membre soit représenté par un membre au conseil d’ administration . "
produce,apporter,produce_vrb,"In practical terms , that means that the Stability Pact must not , of course , be called into question , nor must it be subject to intelligent interpretation ; instead , Europe will not be able to produce a lasting solution to the problems of a constantly ageing population and the diminishing options for the young unless all the Member States find a way out of the debt trap . "," En termes pratiques , cela signifie que le pacte de stabilité ne doit pas , bien entendu , être remis en question ni faire l’ objet d’ une interprétation intelligente , sinon l’ Europe ne sera pas en mesure d’ apporter une solution durable aux problèmes liés au vieillissement continu de la population et à l’ amenuisement des possibilités offertes aux jeunes , à moins que tous les États membres parviennent à échapper au piège de la dette . "
produce,assurer,produce_vrb,It would send the wrong message to the people to say that reducing working hours is going to produce full employment ., Ce serait envoyer un message erroné à la population de dire que la réduction du temps de travail nous permettra d' assurer le plein emploi . 
produce,débouche,produce_vrb,"It might not always produce the results that you would like to see or produce them as quickly as you would like , but we are doing our homework . "," Cela ne débouche pas toujours sur les résultats que l' on voudrait voir , ou pas assez rapidement , mais nous accomplissons notre devoir . "
produce,faire,produce_vrb,"And most of all , does n't it seem to you , as it does to me , that there is a risk that this agreement might , in part , produce precisely the same effects as the law did ? "," Et surtout , ne croyez -vous pas , comme je le crois , qu' à travers cet accord il y a le risque de faire passer en partie les mêmes effets que la loi ? "
produce,faisons,produce_vrb,"When we produce directives in the 21st century , our aims must be progressive . "," Quand nous faisons des directives pour le troisième millénaire , il faut que nous nous montrions ambitieux . "
produce,former,produce_vrb,It is absolutely essential that we devise a common strategy at European level to link up our research centres and to produce the best scientists and the best academics in the world ., Nous devons absolument concevoir une stratégie européenne commune consistant à relier entre eux nos centres de recherche et à former les meilleurs scientifiques et les meilleurs intellectuels au monde . 
produce,produire,produce_vrb,"We have to keep an eye on the market , we have to produce for the market , and we have to penetrate the market with top - quality products . "," Nous devons rester attentifs au marché , produire pour ce dernier et y pénétrer en proposant des produits de la meilleure qualité . "
produce,produisent,produce_vrb,I know that the same causes always produce the same effects ; there are ethnic conflicts because the boundaries we marked out were often artificial boundaries ., Je sais bien que les mêmes causes produisent toujours les mêmes effets ; il y a quand même des conflits ethniques parce que les frontières que nous avons tracées ont souvent été des frontières artificielles . 
produce,produisons,produce_vrb,"I appreciate that each country must be free to seek the solutions which suit it best , but there is one thing we have to admit : quite simply , we produce too much in the European Union . ", Je reconnais que chaque pays doit pouvoir chercher ses propres solutions optimales mais nous devons nous rendre à l' évidence : nous produisons franchement trop dans l' Union européenne . 
produce,produits,produce_nou,"As regards dairy produce , whilst the price guidelines are acceptable , there is no real justification for providing support according to the ' virtual cow ' system . "," En ce qui concerne les produits laitiers , même en acceptant l' orientation des prix , les aides prévues selon la « vache virtuelle » ne sont pas suffisamment justifiées . "
produce,ressorti,produce_vrb,The summit did not produce a reform but at least it produced a package which will allow the Union to get through the next few years .," Certes , il n' en est ressorti aucune réforme mais tout au moins un paquet qui permettra à l' Union d' affronter les années à venir . "
produce,trouver,produce_vrb,"So that we , too , could see where the funds were to be taken from , we wanted , first of all , to see the Commission ' s practical proposals for transferring funds in such a way as to produce the necessary EUR 45 or 18 million . "," Tout d' abord , nous souhaitions voir les propositions concrètes de la Commission pour ce qui est des transferts de moyens qui permettraient de trouver les 45 et 18 millions nécessaires , afin que nous puissions savoir où serait pris cet argent . "
progress,passer,progress_vrb,"We must progress from words to actions so that this situation is not repeated every year , as is currently happening , with ever greater violence and increasing numbers of victims . "," Nous devons passer des paroles aux actes pour que cette situation ne se répète pas chaque année , comme c' est actuellement le cas , avec toujours plus de violence et un nombre croissant de victimes . "
progress,progressent,progress_vrb,"We would like Bosnia and Herzegovina to open SAA negotiations under our Presidency by the tenth anniversary of the Dayton - Paris Peace Agreement , but that requires further progress by the Bosnian authorities to meet the feasibility study priorities . "," Nous souhaiterions voir la Bosnie-et-Herzégovine ouvrir les négociations en vue d’ un accord de stabilisation et d’ association sous notre présidence , d’ ici au dixième anniversaire des accords de paix de Dayton - Paris , mais cela nécessite que les autorités bosniaques progressent davantage dans le respect des priorités contenues dans les études de faisabilité . "
read,connaissance,read_past,We would also like to ensure that our amendments on the Committee of the Regions are maintained in the light of what we have just read in the OLAF report in the confidential reading room .," Nous voudrions également veiller à ce que nos amendements relatifs au Comité des régions soient maintenus , à la lumière du rapport de l’ OLAF dont nous venons de prendre connaissance dans la salle de lecture confidentielle . "
read,lu,read_past,"( DE ) Mr President , Prime Minister Leterme , when , six months ago , the Members of this House had so many questions about the Belgian Presidency and when we had read the programme , many Members were still full of doubt . "," ( DE ) Monsieur le Président , Monsieur le Premier ministre Leterme , il y a six mois d' ici , les députés de ce Parlement se posaient de nombreuses questions à propos de la Présidence belge et , après avoir lu votre programme , bon nombre d' entre eux éprouvaient toujours des doutes . "
reading,examen,reading_en,Criticism has quite justifiably been directed at the fact that the reading of the programme in Parliament has been given far too short a deadline considering the importance and extent of the issue .," Des critiques ont été émises à fort juste titre sur le fait que , en comparaison de l ' importance et de l ' étendue du dossier , l ' examen au Parlement européen s ' est déroulé beaucoup trop rapidement . "
reading,lecture,reading_en,"The next item is the recommendation for second reading , on behalf of the Committee on Culture and Education , on the Council common position ( 06236/3/2006 C6 - 0273/2006 for adopting a decision of the European Parliament and of the Council creating the ' Youth in Action ' programme for the period 2007 - 2013 ( Rapporteur : Mrs Gröner ) . "," L' ordre du jour appelle la recommandation pour la deuxième lecture , au nom de la commission de la culture et de l' éducation , sur la position commune du Conseil en vue de l' adoption de la décision du Parlement européen et du Conseil établissant le programme "" Jeunesse en action "" pour la période 2007- 2013 [ 06236/3/2006 - C6 - 0273/2006 - ( Rapporteur : Mme Gröner ) . "
reading,lire,reading_en,"These rules , set out in Rule 9(4 ) of the Rules of Procedure - which would be worth reading at least once ! - stipulate that access to the European Parliament for lobbyists is controlled , regulated by access badges . "," Ces règles , reprises sous l' article 9 , paragraphe 4 , du règlement - il faudrait peut-être le lire une fois ! - stipulent que l' accès au Parlement européen pour les lobbyistes est contrôlé , réglementé par des badges d' accès . "
reading,lisant,reading_en,One could suppose so when reading the statements from the content industry ., C’ est ce qu’ on pourrait supposer en lisant les déclarations du secteur du contenu d’ information . 
resume,faire,resume_vrb,We hope to be able to resume the dialogue – which we also hope will be meaningful and beneficial – even before the end of the Austrian Presidency ., Nous espérons pouvoir le faire   - et nous espérons également que ce sera utile et bénéfique   - encore avant la fin de la présidence autrichienne . 
resume,redémarrer,resume_vrb,"I hope that 2004 will be a positive turning - point , enabling us at full speed to resume the EU - Africa dialogue . ", J’ espère que 2004 constituera un tournant positif qui nous permettra de faire redémarrer à toute vitesse le dialogue UE - Afrique . 
resume,relancer,resume_vrb,"The accession to power in Israel of Ehud Barak , who was elected on a platform of peace , and Yasser Arafat ' s unstinting determination to keep the dialogue alive allowed the peace negotiations to resume , thereby helping to resolve the stalemate which had dogged the peace process for several years . "," L' accession au pouvoir en Israël d' Ehud Barak , élu sur un programme de paix , ainsi que la détermination sans faille de Yasser Arafat à poursuivre le dialogue , ont permis de relancer les négociations , contribuant ainsi à sortir le processus de l' impasse dans laquelle il se trouvait depuis plusieurs années . "
resume,reprendra,resume_vrb,"Euro - Mediterranean dialogue will resume in Palermo where , in June , the informal Summit of Foreign Ministers will be held , a summit that should open the way - hopefully downhill - to the forthcoming Conference in Berlin . "," Le dialogue euro - méditerranéen reprendra à Palerme où se tiendra , en juin prochain , le sommet informel des ministres des Affaires étrangères qui devrait ouvrir la voie - commode , on l' espère - à la prochaine conférence de Berlin . "
resume,reprendre,resume_vrb,"The EU may only resume its development activities when the government of Sudan observes the EU and ACP resolutions and the resolutions of the UN Security Council , of which we have been reminding them for years . ", L' UE ne pourra reprendre son travail de développement que quand le gouvernement soudanais aura observé les décisions de l' UE et des ACP ainsi que les résolutions du Conseil de sécurité des Nations unies . 
resume,reprennent,resume_vrb,"We are consequently examining the options in order to ensure that discussions resume in Council , if necessary , on the basis of a modified version of the EUROREP proposal . "," Nous examinons donc les différentes options qui s' offrent à nous afin de faire en sorte que les discussions reprennent au Conseil , si nécessaire , sur la base d' une version modifiée de la proposition « Eurorep » . "
resume,reprenons,resume_vrb,"If we now resume talks with Russia - something we are in favour of - it is , in our opinion , very important that we do not forget that there is also Karabakh , Chechnya , Moldova und Transnistria and that we will also have to cope with a very difficult dispute in Ukraine in the next decade in relation to the Crimea . "," Si nous reprenons maintenant les négociations avec la Russie - et nous sommes favorables à cette reprise - nous pensons qu' il est très important de ne pas oublier qu' il y a aussi le Karabakh , la Tchétchénie , la Moldavie et la Transnistrie et que nous aurons également à gérer au cours de la prochaine décennie un litige très délicat en Ukraine relativement à la Crimée . "
resume,retrouver,resume_vrb,"It is vital that they should be given back their immunity and thus be able to resume their role as elected representatives , a role conferred on them by the electors of Cambodia . "," Il est primordial que leur immunité leur soit rendue , afin qu’ ils puissent retrouver leur rôle d’ élus , un rôle conféré par les électeurs cambodgiens . "
retard,retard,retard_vrb,"These diseases cause not only human suffering and an extremely high number of deaths , which are in themselves justification enough for such a response , but also cause a drastic reduction in life expectancy and in the labour force , with all the social and economic consequences that this entails They seriously disable large working populations , retard social and economic development and destabilise communities that are already weakened . "," Ces maladies provoquent non seulement la souffrance humaine et de nombreux décès , ce qui suffit à justifier cette réponse , mais aussi une réduction sévère de l ' espérance de vie et de la main - d ' uvre , avec toutes les conséquences sociales et économiques qui en découlent ( incapacité de travail d ' une grande partie des populations actives , retard de développement socio-économique , déstabilisation de communautés déjà fragilisées ) . "
retard,retardant,retard_vrb,Nor are women given the same access as men to health care and to medicines that retard the progress of the disease .," Par ailleurs , les femmes n’ ont pas le même accès que les hommes aux soins de santé et aux médicaments retardant la progression de la maladie . "
retard,retarder,retard_vrb,"And , thanks to your courage and determination , Prime Minister , Europe 's bigger Member States can only retard rapid progress for so long . "," Et , grâce à votre courage et vos résolutions , Monsieur le Premier ministre , les plus grands États membres de l' Europe ne pourront plus guère retarder la progression rapide . "
separate,distinguer,separate_vrb,"In this context , it is often very difficult to separate large - scale organised crime , large - scale criminal phenomena , and what is known as small - scale crime ; this is particularly true of urban areas , one example being drug distribution and drug pushing . "," Dans ce contexte , il est souvent très difficile de distinguer la grande criminalité organisée , les grands phénomènes criminels de ce qu' on appelle la micro-criminalité . C' est souvent le cas dans les villes et , à cet égard , je pense , par exemple , à la diffusion et au trafic de drogue . "
sow,faire,sow,"It must not , however , encourage or sow the seeds of new injustices . ", Elle ne doit toutefois pas faire le lit de nouvelles injustices ou les encourager . 
sow,récolter,sow,"We support the "" farmers ' privilege ' , so that the rights of farmers to sow their crops without paying royalties are not restricted . "," Nous soutiendrons le « privilège de l' agriculteur » , qui permet de ne pas restreindre notamment le droit des agriculteurs à récolter ce qu' ils ont semé sans avoir à payer une licence . "
sow,répandre,sow,"In fact , regardless of the global controls on the communications and movements of persons , terrorists continue to make converts and to sow death . "," En fait , malgré tous les contrôles exercés au niveau mondial sur les communications et les mouvements de personnes , les terroristes continuent de faire des adeptes et de répandre la mort . "
sow,sème,sow,"In terms of reaping what we sow , our capitalist intentions will lead , for the vast majority of humanity , to price increases , unemployment , poverty , hunger and so on . "," On dit qu' on récolte ce qu' on sème : nos intentions capitalistes vont se traduire , pour la grande majorité de l' humanité , par une hausse des prix , du chômage , de la pauvreté , des famines , etc. "
sow,sèment,sow,"When faced with those who sow the seeds of terror , death and destruction in our societies , there is only one dialogue possible , the dialogue that arises from the implementation of the law . "," Face à ceux qui sèment terreur , mort et destruction dans nos sociétés , il n' y a qu' un seul dialogue possible : celui qui émane de l' application de la loi . "
sow,semer,sow,"It strengthens farms ' liquidity , enabling them to buy in feedingstuffs and sow new crops . ", Cette aide renforce les liquidités des exploitations leur permettant d' acheter des aliments et de semer de nouvelles cultures . 
sow,sèmerons,sow,"If we fail , we will sow the seeds of continuing injustice , division and instability . "," Si nous échouons , nous sèmerons les germes de l’ injustice , de la division et de l’ instabilité perpétuelles . "
subordinate,soumettre,subordinate_vrb,"However , we oppose a method which seeks to subordinate employment and social rights in general to the Broad Economic Policy Guidelines ( BEPG ) and the stability plans . ", Mais nous nous opposons à une méthode qui vise à soumettre l' emploi et les droits sociaux en général aux grandes orientations de politique économique ( GOPE ) et aux plans de stabilité . 
subordinate,subordonner,subordinate_vrb,"We must forge an alliance to push ourselves and our national governments , and strive to convert public opinion to accept these changes , to subordinate their four - year electoral propaganda machines and their individual interests to Europe , and to the millions living in Europe . "," Nous devons forger une alliance pour nous stimuler nous - mêmes ainsi que nos gouvernements nationaux et nous battre pour convaincre l’ opinion publique d’ accepter ces changements , de subordonner leurs machines de propagande électorale quadriennale et leurs intérêts individuels à l’ Europe et aux millions d’ Européens . "
suspect,demander,suspect_vrb,"Mr President , I was already beginning to suspect somewhat that this whole field might fall outside your ambit , but fortunately this proves not to be the case . "," Monsieur le Président , je commençais à me demander si cette extrémité de la salle était en dehors de votre champ de vision , mais heureusement il n' en est rien . "
suspect,imagine,suspect_vrb,"If I find it confusing , then I suspect many of my constituents do . "," Si je ne m' y retrouve pas , j' imagine que c' est aussi le cas de bon nombre de mes électeurs . "
suspect,impression,suspect_vrb,"A new conference will be held no later than 2006 - I suspect that recent events may bring that date forward - and in the intervening period , biennial meetings will consider the progress made on turning the objectives of the conclusions into tangible reality . "," Une nouvelle conférence sera organisée au plus tard en 2006 - mais j' ai l' impression que les récents événements feront peut-être avancer cette échéance . Entre-temps , des réunions biennales analyseront dans quelle mesure les objectifs des conclusions auront été transformés en réalités tangibles . "
suspect,pense,suspect_vrb,"My question to the Commissioner - she may not be able to answer now but could perhaps write to us to let us know exactly what her position is - is as follows : is it true , therefore , that there is absolutely nothing flowing from this legislation to prevent charities from our countries exporting quite freely , with no bureaucracy about it , used clothing to those countries - predominantly , I suspect , in Africa - which import them at the moment ? "," Ma question au commissaire est donc la suivante , étant entendu qu' elle ne pourra peut-être pas nous répondre aujourd'hui , mais qu' elle a la possibilité de nous écrire pour nous préciser sa position : est -il vrai qu' il n' existe absolument rien découlant de cette directive qui empêche les associations caritatives de nos pays d' exporter assez librement , sans avoir à accomplir de démarches bureaucratiques , des vêtements usagés vers les pays qui les importent actuellement , dont la plupart sont situés , je pense , en Afrique ? "
suspect,sentiment,suspect_vrb,"I also want to address myself to what Mr Swoboda described elegantly some hours ago as enlargement fever , the excitement of the debates about regattas and five plus - ones , buses , stadiums and the rest . We have generated a great deal of energy but I suspect that history may show that the details of the debate are less important than its educational effect . "," Je voudrais également revenir sur ce que M. Swoboda a élégamment décrit il y a quelques heures comme la fièvre de l' élargissement , l' excitation des débats concernant les options "" régate » et "" 5 + 1 » , les bus , les stades , etc. Nous avons soulevé une énorme énergie , mais j' ai le sentiment que l' histoire nous montrera que les détails du débat sont moins importants que son effet éducatif . "
suspect,soupçonne,suspect_vrb,"I suspect that your presidency will be about digging channels and containing the tides - tides such as the challenge of funding the new enlarged European Union , the deepening importance of rebuilding our economic strength , the ebb and flow of the dangers of international terrorism . "," Je soupçonne que votre présidence se consacrera à creuser des canaux et à contenir les marées   - des marées telles que les défis que posent le financement de la nouvelle Union européenne élargie , l’ importance croissante de la reconstruction de nos forces économiques , le flux et le reflux des menaces du terrorisme international . "
suspect,soupçonné,suspect_vrb,"Parliament , understandably , given past experiences as well , is always very quick to suspect that conscious redistribution from sections of the budget where funds are still available is actually practised since the budget undoubtedly contains unpopular priorities on the part of Parliament which other institutions do not necessarily remember to transpose . "," Le Parlement a toujours soupçonné très rapidement , sur la base d' expériences passées , que des remaniements concernant des lignes budgétaires non épuisées sont en fait opérés de manière délibérée parce que certaines priorités budgétaires du Parlement européen n ' étaient pas du tout appréciées et que les autres institutions n ' envisageaient pas de les mettre en uvre à tout prix . "
suspect,soupçonnent,suspect_vrb,"Many people in Flanders suspect that the ill - considered action by , , the Belgian Foreign Affairs Minister , may have played a part in the decision of the Ford management to streamline the Genk assembly works . "," Beaucoup , en Flandre , soupçonnent que l’ action irréfléchie de la part , entre autres , du ministre belge des affaires étrangères , a peut-être joué un rôle dans la décision de la direction de Ford de procéder à la rationalisation des chaînes de montage de Genk . "
suspect,soupçons,suspect_vrb,"If we then still suspect them , it is the job of the security services to follow up on that at a later date . "," Si des soupçons pèsent encore sur elles , il appartient aux services de sécurité de suivre cela ultérieurement . "
tear,déchirer,tear_vrb,"Why not tear that one down , replace it with the European flag and see what the Belgian people say ? ", Pourquoi ne pas déchirer celui -là et le remplacer par le drapeau européen afin de voir ce que diront les citoyens belges ? 
