,homograph,simalign_fr,fr-label,en,fr,inter_align
488,present,actuel,present_adj-nou,"['(', 'EL', ')', 'Mr', 'President', ',', 'the', 'G20', 'Summit', ',', 'the', 'main', 'topic', 'at', 'which', 'was', 'bonus', 'management', ',', 'does', 'not', 'by', 'any', 'stretch', 'of', 'the', 'imagination', 'get', 'to', 'the', 'root', 'of', 'the', 'problem', 'and', ',', 'unfortunately', ',', 'is', 'not', 'a', 'step', 'towards', 'improving', 'the', 'present', 'system', '.', '']","['', '(', 'EL', ')', 'Monsieur', 'le', 'Président', ',', 'le', 'sommet', 'du', 'G20', ',', 'dont', 'le', 'sujet', 'principal', 'était', 'la', 'gestion', 'des', 'bonus', ',', ""n'"", 'est', 'pas', 'le', 'moins', 'du', 'monde', 'en', 'train', 'de', ""s'"", 'attaquer', 'à', 'la', 'racine', 'du', 'mal', 'et', 'malheureusement', ',', 'il', 'ne', 'va', 'pas', 'du', 'tout', 'dans', 'le', 'sens', ""d'"", 'une', 'amélioration', 'du', 'système', 'actuel', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (5, 7), (6, 8), (7, 11), (8, 9), (9, 12), (10, 14), (11, 16), (12, 15), (15, 17), (16, 21), (17, 19), (18, 22), (20, 25), (26, 29), (26, 37), (27, 34), (28, 35), (29, 36), (33, 39), (34, 40), (36, 41), (37, 42), (38, 24), (39, 46), (40, 53), (43, 54), (44, 55), (45, 57), (46, 56), (47, 58)]"
489,use,utilisés,use_vrb,"['The', 'EU', 'has', 'political', ',', 'diplomatic', 'and', 'economic', 'means', 'at', 'its', 'disposal', ',', 'and', 'it', 'should', 'make', 'use', 'of', 'them', 'in', 'the', 'Balkans', '.', '']","['', ""L'"", 'UE', 'dispose', 'de', 'moyens', 'politiques', ',', 'diplomatiques', 'et', 'économiques', '.', 'Ce', 'sont', 'ceux', '-', 'ci', 'qui', 'doivent', 'être', 'utilisés', 'dans', 'les', 'Balkans', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 6), (4, 7), (5, 8), (6, 9), (7, 10), (8, 5), (15, 18), (16, 19), (17, 20), (19, 16), (20, 21), (21, 22), (22, 23), (23, 24)]"
490,present,aujourd'hui,present_adj-nou,"['The', 'political', 'situation', 'in', 'Turkey', 'is', 'complicated', ',', 'and', 'at', 'present', 'it', 'is', 'difficult', 'to', 'draw', 'far', '-', 'reaching', 'conclusions', 'about', 'the', 'direction', 'Turkey', 'will', 'take', 'as', 'regards', 'its', 'foreign', 'policy', ',', 'and', 'its', 'relationship', 'with', 'Europe', '.', '']","['', 'La', 'situation', 'politique', 'en', 'Turquie', 'est', 'complexe', '.', 'Il', 'est', 'difficile', ""aujourd'hui"", 'de', 'tirer', 'des', 'conclusions', 'à', 'long', 'terme', 'sur', ""l'"", 'orientation', 'que', 'donnera', 'ce', 'pays', 'à', 'sa', 'politique', 'étrangère', ',', 'y', 'compris', 'pour', 'ses', 'relations', 'avec', ""l'"", 'Europe', '.\n']","[(0, 1), (1, 3), (2, 2), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (10, 12), (11, 9), (12, 10), (13, 11), (14, 13), (15, 14), (16, 18), (18, 15), (19, 16), (20, 20), (21, 21), (22, 22), (24, 24), (25, 24), (28, 28), (29, 30), (30, 29), (31, 31), (33, 35), (34, 36), (35, 37), (36, 39), (37, 40)]"
491,present,participants,present_adj-nou,"['Strong', 'demands', 'were', 'also', 'made', 'by', 'many', 'others', 'present', 'at', 'this', 'meeting', ',', 'including', 'representatives', 'of', 'the', 'USA', ',', 'China', ',', 'Russia', 'and', 'others', ',', 'for', 'the', 'immediate', 'release', 'of', 'Aung', 'San', 'Suu', 'Kyi', 'and', 'other', 'political', 'prisoners', '.', '']","['', 'De', 'nombreux', 'autres', 'participants', 'à', 'cette', 'réunion', ',', 'notamment', 'des', 'représentants', 'des', 'États-Unis', ',', 'de', 'la', 'Chine', ',', 'de', 'la', 'Russie', 'et', ""d'"", 'autres', ',', 'ont', 'présenté', 'des', 'requêtes', 'vibrantes', 'en', 'faveur', 'de', 'la', 'libération', 'immédiate', ""d'"", 'Aung', 'San', 'Suu', 'Kyi', 'et', ""d'"", 'autres', 'prisonniers', 'politiques', '.\n']","[(0, 28), (1, 29), (2, 26), (6, 2), (7, 3), (8, 4), (9, 5), (10, 6), (11, 7), (12, 8), (13, 9), (14, 11), (15, 12), (17, 13), (18, 14), (19, 17), (20, 18), (21, 21), (22, 22), (23, 24), (24, 25), (25, 32), (26, 34), (28, 35), (29, 37), (30, 38), (31, 39), (32, 40), (33, 41), (34, 42), (35, 44), (36, 46), (37, 45), (38, 47)]"
492,produce,produisent,produce_vrb,"['That', 'is', 'why', 'this', 'Directive', 'is', 'of', 'benefit', 'both', 'to', 'the', 'industries', 'that', 'produce', 'the', 'devices', 'and', 'to', 'users', ',', 'who', 'will', 'be', 'able', 'to', 'use', 'them', 'with', 'confidence', '.', '']","['', ""C'"", 'est', 'la', 'raison', 'pour', 'laquelle', ',', 'Madame', 'le', 'Président', ',', 'cette', 'notice', 'est', 'tout', 'bénéfice', 'pour', 'les', 'industries', 'qui', 'produisent', 'les', 'produits', 'et', 'pour', 'les', 'utilisateurs', 'qui', ""s'"", 'en', 'serviront', 'en', 'toute', 'confiance', '.\n']","[(0, 1), (1, 2), (2, 6), (3, 12), (4, 13), (5, 14), (6, 15), (7, 16), (9, 17), (10, 18), (11, 19), (12, 20), (13, 21), (14, 22), (15, 23), (16, 24), (17, 25), (18, 27), (20, 28), (21, 31), (22, 29), (25, 31), (27, 32), (28, 34), (29, 35)]"
494,lead,mener,lead_nou-vrb,"['Finally', ',', 'I', 'would', 'like', 'to', 'refer', 'to', 'the', 'restoration', 'of', 'funds', 'for', 'the', ""'"", 'Forest', 'Focus', ""'"", ',', 'for', 'the', 'prevention', 'and', 'combating', 'of', 'fires', ',', 'because', ',', 'as', 'we', 'have', 'seen', 'this', 'summer', ',', 'the', 'absence', 'of', 'prevention', 'and', 'combating', 'of', 'forest', 'fires', 'may', 'lead', 'us', 'into', 'very', 'dramatic', 'environmental', 'situations', '.', '']","['', 'Enfin', ',', 'je', 'voudrais', 'évoquer', 'le', 'rétablissement', 'des', 'crédits', 'destinés', 'au', 'programme', '""', 'Forest', 'focus', '""', ',', 'à', 'la', 'prévention', 'des', 'incendies', 'et', 'à', 'la', 'lutte', 'contre', 'ceux', '-', 'ci', ',', 'car', 'nous', 'avons', 'constaté', 'cet', 'été', 'que', 'renoncer', 'à', 'cette', 'action', 'pouvait', 'mener', 'à', 'des', 'situations', 'tragiques', 'sur', 'le', 'plan', 'environnemental', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 4), (6, 5), (7, 5), (8, 6), (9, 7), (10, 8), (11, 9), (12, 10), (13, 12), (14, 13), (15, 14), (16, 15), (17, 16), (18, 17), (19, 18), (20, 19), (21, 20), (22, 23), (23, 26), (24, 21), (25, 22), (26, 31), (27, 32), (30, 33), (31, 34), (32, 35), (33, 36), (34, 37), (37, 39), (45, 43), (46, 44), (48, 45), (49, 46), (51, 52), (52, 47), (53, 53)]"
497,produce,produire,produce_vrb,"['It', 'allows', 'certain', 'Member', 'States', 'to', 'produce', 'more', 'emissions', 'in', '2020', 'than', 'the', 'Kyoto', 'target', 'set', 'for', '2010', '.', '']","['', 'Elle', 'permet', 'à', 'certains', 'États', 'membres', 'de', 'produire', 'davantage', ""d'"", 'émissions', 'en', '2020', 'que', ""l'"", 'objectif', 'de', 'Kyoto', 'fixé', 'pour', '2010', '.\n']","[(0, 1), (1, 2), (2, 4), (4, 5), (5, 7), (6, 8), (7, 9), (8, 11), (9, 12), (10, 13), (11, 14), (12, 15), (13, 18), (14, 16), (15, 19), (16, 20), (17, 21), (18, 22)]"
498,upset,influencent,upset_vrb,"['The', 'issue', 'of', 'the', 'lack', 'of', 'transparency', 'and', ',', 'hence', ',', 'of', 'the', 'credibility', 'of', 'the', 'data', 'used', 'by', 'credit', 'rating', 'agencies', 'raises', 'an', 'important', 'question', ':', 'is', 'it', 'fair', ',', 'is', 'it', 'logical', ',', 'is', 'it', 'morally', 'correct', 'for', 'ratings', 'that', 'affect', 'the', 'economy', 'and', 'upset', 'the', 'lives', 'of', 'millions', 'of', 'our', 'fellow', 'citizens', 'overnight', 'to', 'be', 'non', '-', 'transparent', 'and', 'possibly', 'unreliable', '?', '']","['', 'Le', 'problème', 'du', 'manque', 'de', 'transparence', 'et', ',', 'partant', ',', 'de', 'la', 'crédibilité', 'des', 'informations', 'utilisées', 'par', 'les', 'agences', 'de', 'notation', 'de', 'crédit', 'soulève', 'une', 'question', 'importante', ':', 'est', '-il', 'juste', ',', 'logique', 'et', 'moralement', 'acceptable', 'que', 'des', 'notations', 'qui', 'influencent', ""l'"", 'économie', 'et', 'bouleversent', ',', 'du', 'jour', 'au', 'lendemain', ',', 'la', 'vie', 'de', 'millions', 'de', 'citoyens', 'ne', 'soient', 'ni', 'transparentes', 'ni', 'fiables', '?\n']","[(0, 1), (1, 2), (2, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (16, 15), (17, 16), (18, 17), (19, 23), (20, 21), (21, 19), (22, 24), (23, 25), (24, 27), (25, 26), (26, 28), (27, 29), (28, 30), (29, 31), (30, 32), (37, 35), (40, 39), (41, 40), (42, 41), (43, 42), (44, 43), (45, 44), (46, 45), (47, 52), (48, 53), (49, 54), (50, 55), (51, 56), (54, 57), (55, 47), (55, 50), (57, 59), (60, 61), (61, 34), (63, 63), (64, 64)]"
499,present,présenter,present_vrb,"['In', 'setting', 'up', 'the', 'action', 'programme', 'the', 'Commission', ""'s"", 'intention', 'is', 'simply', 'to', 'present', 'a', 'number', 'of', 'possible', 'actions', '.', '']","['', 'La', 'mise', 'au', 'point', 'du', 'programme', 'd&#x02BC;action', 'permet', 'tout', 'simplement', 'à', 'la', 'Commission', 'de', 'présenter', 'une', 'série', 'd&#x02BC;activités', '.\n']","[(0, 1), (1, 2), (2, 4), (3, 5), (4, 7), (5, 6), (6, 12), (7, 13), (10, 8), (11, 10), (12, 14), (13, 15), (14, 16), (18, 18), (19, 19)]"
500,present,présentez,present_vrb,"['This', 'manifesto', ',', 'Mr', 'Prodi', ',', 'is', 'not', 'our', 'problem', ',', 'although', 'it', 'could', 'be', 'argued', 'that', 'if', 'you', 'present', 'a', 'comprehensive', 'policy', 'programme', ',', 'this', 'should', 'not', 'be', 'in', 'response', 'to', 'a', 'country', '’s', 'domestic', 'political', 'situation', ';', 'the', 'place', 'for', 'this', 'would', 'have', 'been', 'the', 'European', 'Parliament', '.', '']","['', 'Ce', 'manifeste', ',', 'Monsieur', 'Prodi', ',', 'n’', 'est', 'pas', 'notre', 'problème', ',', 'même', 'si', 'l’', 'on', 'pourrait', 'objecter', 'que', 'si', 'vous', 'présentez', 'un', 'programme', 'politique', 'global', ',', 'cela', 'ne', 'devrait', 'pas', 'être', 'en', 'réponse', 'à', 'la', 'situation', 'politique', 'd’', 'un', 'pays', 'et', 'que', 'le', 'Parlement', 'européen', 'eut', 'été', 'l’', 'endroit', 'approprié', 'pour', 'ce', 'faire', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 8), (7, 9), (8, 10), (9, 11), (10, 12), (11, 13), (12, 16), (13, 17), (15, 18), (16, 19), (17, 20), (18, 21), (19, 22), (20, 23), (22, 25), (23, 24), (24, 27), (25, 28), (26, 30), (27, 31), (28, 32), (29, 33), (30, 34), (31, 35), (32, 40), (33, 41), (34, 39), (36, 38), (37, 37), (39, 49), (40, 50), (41, 52), (42, 53), (44, 47), (45, 48), (46, 44), (47, 46), (48, 45), (49, 55)]"
501,present,actuelle,present_adj-nou,"['The', 'compatibility', 'of', 'the', 'current', 'and', 'future', 'PNR', 'agreement', 'and', 'the', 'ATS', 'is', 'being', 'examined', 'at', 'present', ',', 'especially', 'with', 'regard', 'to', 'how', 'long', 'information', 'is', 'to', 'be', 'kept', ',', 'as', 'well', 'as', 'the', 'handing', 'over', 'of', 'data', 'and', 'its', 'relevance', '.', '']","['', 'La', 'compatibilité', 'du', 'système', 'ATS', 'avec', ""l'"", 'actuel', 'et', 'futur', 'accord', 'PNR', 'est', 'examinée', 'à', ""l'"", 'heure', 'actuelle', ',', 'en', 'particulier', 'quant', 'à', 'la', 'période', 'pendant', 'laquelle', 'les', 'informations', 'doivent', 'être', 'conservées', ',', 'ainsi', 'que', 'le', 'transfert', 'de', 'données', 'et', 'sa', 'pertinence', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 7), (4, 8), (5, 9), (6, 10), (7, 12), (8, 11), (9, 6), (11, 5), (12, 13), (14, 14), (15, 15), (16, 18), (17, 19), (18, 21), (20, 22), (21, 23), (22, 24), (23, 27), (24, 29), (25, 30), (27, 31), (28, 32), (29, 33), (31, 34), (32, 35), (33, 36), (34, 37), (36, 38), (37, 39), (38, 40), (39, 41), (40, 42), (41, 43)]"
502,lead,prendre,lead_nou-vrb,"['Let', 'me', 'repeat', ':', 'I', 'believe', 'that', 'the', 'European', 'Union', 'is', 'uniquely', 'placed', 'to', 'lead', 'in', 'building', 'this', 'future', ',', 'precisely', 'because', 'we', 'have', 'proved', 'over', 'the', 'last', '60', 'years', 'that', 'we', 'as', 'Europe', 'can', 'meet', 'and', 'master', 'the', 'challenges', 'of', 'cooperation', 'across', 'borders', ',', 'of', 'coordination', 'between', 'peoples', ',', 'and', 'of', 'building', 'unity', 'out', 'of', 'diversity', '.', '']","['', 'Je', 'le', 'répète', ':', 'je', 'pense', 'que', ""l'"", 'Union', 'européenne', 'est', 'la', 'mieux', 'placée', 'pour', 'prendre', 'les', 'rennes', 'de', 'la', 'construction', 'de', 'cet', 'avenir', ',', 'précisément', 'parce', 'que', 'nous', 'avons', 'prouvé', 'au', 'cours', 'des', '60', 'dernières', 'années', ""qu'"", 'en', 'tant', ""qu'"", 'Europe', ',', 'nous', 'pouvions', 'relever', 'et', 'maîtriser', 'les', 'défis', 'de', 'la', 'coopération', 'au-delà', 'des', 'frontières', ',', 'de', 'la', 'coordination', 'entre', 'les', 'peuples', 'et', 'de', 'la', 'construction', 'de', ""l'"", 'unité', 'dans', 'la', 'diversité', '.\n']","[(2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (9, 9), (10, 11), (11, 13), (12, 14), (13, 15), (14, 16), (15, 19), (16, 21), (17, 23), (18, 24), (19, 25), (20, 26), (21, 27), (22, 29), (23, 30), (24, 31), (25, 33), (26, 34), (27, 36), (28, 35), (29, 37), (30, 28), (32, 40), (33, 42), (36, 47), (37, 48), (38, 49), (39, 50), (40, 51), (41, 53), (43, 56), (44, 57), (45, 58), (46, 60), (47, 61), (48, 63), (50, 64), (51, 65), (52, 67), (53, 70), (54, 71), (55, 72), (56, 73), (57, 74)]"
503,use,utiliser,use_vrb,"['I', 'hope', 'that', ',', 'on', 'the', 'grounds', 'of', 'the', 'principle', 'of', 'solidarity', ',', 'the', 'Council', 'and', 'Commission', 'will', 'accept', 'the', 'Bulgarian', 'proposals', 'to', 'include', 'as', 'part', 'of', 'the', 'unused', 'EUR', '5', 'billion', 'the', 'projects', 'for', 'establishing', 'cross', '-', 'border', 'links', 'between', 'Bulgaria', 'and', 'Romania', 'and', 'Bulgaria', 'and', 'Greece', ',', 'and', 'for', 'expanding', 'the', 'storage', 'facilities', 'at', 'Chiren', 'so', 'that', 'the', 'most', 'urgent', 'needs', 'can', 'be', 'covered', ',', 'as', 'well', 'as', 'for', 'developing', 'opportunities', 'to', 'jointly', 'use', 'the', 'liquefied', 'gas', 'terminals', '.', '']","['', ""J'"", 'espère', 'que', ',', 'au', 'nom', 'du', 'principe', 'de', 'solidarité', ',', 'le', 'Conseil', 'et', 'la', 'Commission', 'accepteront', 'les', 'propositions', 'bulgares', ""d'"", 'inclure', 'dans', 'les', '5', 'milliards', ""d'"", 'euros', 'non', 'utilisés', 'les', 'projets', 'visant', 'à', 'établir', 'des', 'liens', 'transfrontaliers', 'entre', 'la', 'Bulgarie', 'et', 'la', 'Roumanie', 'et', 'entre', 'la', 'Bulgarie', 'et', 'la', 'Grèce', ',', 'et', 'à', 'agrandir', 'les', 'installations', 'de', 'stockage', 'de', 'Chiren', ',', 'afin', 'que', 'les', 'besoins', 'les', 'plus', 'urgents', 'soient', 'couverts', 'et', 'que', 'soient', 'développées', 'les', 'possibilités', ""d'"", 'utiliser', 'conjointement', 'les', 'terminaux', 'de', 'gaz', 'liquéfié', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (6, 6), (7, 7), (9, 8), (10, 9), (11, 10), (12, 11), (13, 12), (14, 13), (15, 14), (16, 16), (17, 17), (18, 17), (19, 18), (20, 20), (21, 19), (22, 21), (23, 22), (24, 23), (27, 24), (30, 25), (31, 26), (32, 31), (33, 32), (34, 33), (35, 35), (36, 38), (39, 37), (40, 39), (41, 41), (42, 42), (43, 44), (45, 48), (46, 49), (47, 51), (48, 52), (49, 53), (50, 54), (51, 55), (52, 56), (53, 59), (54, 57), (55, 60), (56, 61), (57, 63), (58, 64), (59, 65), (60, 68), (61, 69), (62, 66), (64, 70), (65, 71), (71, 75), (72, 77), (73, 78), (74, 80), (75, 79), (76, 81), (77, 85), (78, 84), (79, 82), (80, 86)]"
504,present,présenter,present_vrb,"['We', 'want', 'to', 'thank', 'you', 'for', 'this', 'interest', 'and', 'also', 'to', 'inform', 'you', 'of', 'what', 'happened', 'in', 'the', 'Council', 'on', '13', 'August', 'and', 'at', 'the', 'meeting', 'of', 'the', 'Committee', 'on', 'Foreign', 'Affairs', 'on', '20', 'August', ',', 'on', 'which', 'Jean', '-', 'Pierre', 'Jouyet', 'is', 'here', 'to', 'present', 'our', 'provisional', 'conclusions', '.', '']","['', 'Nous', 'avons', 'voulu', 'vous', 'remercier', 'de', 'cela', 'et', 'vous', 'faire', 'part', 'de', 'ce', 'qui', ""s'"", 'est', 'passé', ',', 'vous', 'le', 'savez', ',', 'le', 'Conseil', 'du', '13', 'août', 'et', 'la', 'réunion', 'de', 'la', 'commission', 'des', 'affaires', 'étrangères', 'du', '20', 'août', ',', 'où', 'Jean-Pierre', 'Jouyet', 'est', 'venu', 'vous', 'présenter', 'nos', 'conclusions', 'temporaires', ',', 'provisoires', '.\n']","[(0, 1), (1, 3), (3, 5), (4, 4), (6, 7), (8, 8), (10, 9), (13, 12), (14, 13), (15, 17), (18, 24), (19, 25), (20, 26), (21, 27), (22, 28), (24, 29), (25, 30), (26, 31), (27, 32), (28, 33), (29, 34), (30, 35), (32, 37), (33, 38), (34, 39), (35, 40), (37, 41), (38, 42), (39, 42), (40, 42), (41, 43), (42, 44), (43, 45), (44, 45), (45, 47), (46, 48), (48, 49), (49, 53)]"
505,lives,vie,lives_nou,"['We', 'must', 'prevent', 'illegal', 'immigrants', 'arriving', 'by', 'sea', ';', 'these', 'immigrants', 'are', 'also', 'risking', 'their', 'lives', '.', '']","['', 'Nous', 'devons', 'empêcher', ""l'"", 'arrivée', ""d'"", 'immigrants', 'illégaux', 'par', 'la', 'mer', ',', 'car', 'ils', 'mettent', 'leur', 'vie', 'en', 'danger', '.\n']","[(0, 1), (1, 2), (2, 3), (4, 7), (5, 5), (6, 9), (7, 11), (8, 12), (11, 15), (13, 19), (14, 16), (15, 17), (16, 20)]"
506,use,utiliser,use_vrb,"['I', 'would', 'like', 'this', 'evening', 'to', 'highlight', 'one', 'or', 'two', 'issues', ',', 'in', 'particular', ',', 'the', 'need', 'to', 'use', 'the', 'action', 'programme', 'to', 'complete', 'the', 'single', 'market', 'and', 'to', 'base', 'the', 'action', 'programme', 'on', 'safety', 'and', 'competition', ',', 'and', 'enhanced', 'consumer', 'choice', '.', '']","['', ""J'"", 'aimerais', 'ce', 'soir', 'éclairer', ""l'"", 'un', 'ou', ""l'"", 'autre', 'aspect', 'de', 'la', 'question', '.', 'En', 'particulier', 'le', 'besoin', ""d'"", 'utiliser', 'le', 'programme', ""d'"", 'action', 'en', 'vue', ""d'"", 'achever', 'le', 'marché', 'unique', 'et', 'de', 'fonder', 'le', 'programme', ""d'"", 'action', 'sur', 'la', 'sécurité', 'et', 'la', 'compétition', ',', 'ainsi', 'que', 'sur', ""l'"", 'offre', ""d'"", 'un', 'plus', 'vaste', 'choix', 'au', 'consommateur', '.\n']","[(0, 1), (2, 2), (3, 3), (4, 4), (6, 5), (7, 7), (8, 8), (9, 10), (10, 14), (12, 16), (13, 17), (15, 18), (16, 19), (17, 20), (18, 21), (19, 22), (20, 25), (21, 23), (22, 26), (23, 29), (24, 30), (25, 32), (26, 31), (27, 33), (28, 34), (29, 35), (30, 36), (31, 39), (32, 37), (33, 40), (34, 42), (35, 43), (36, 45), (37, 46), (41, 56), (42, 59)]"
507,use,utiliser,use_vrb,"['I', 'hope', 'that', 'you', 'can', 'use', 'all', 'your', 'diplomatic', 'sleight', 'of', 'hand', 'also', 'to', 'convince', 'your', 'friends', 'in', 'the', 'Council', 'of', 'the', 'urgency', 'of', 'the', 'matter', '.', '']","['', 'J’', 'espère', 'que', 'vous', 'pourrez', 'utiliser', 'toute', 'votre', 'habileté', 'diplomatique', 'pour', 'convaincre', 'également', 'vos', 'amis', 'au', 'Conseil', 'de', 'l’', 'urgence', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 10), (9, 9), (12, 13), (13, 11), (14, 12), (15, 14), (16, 15), (17, 16), (19, 17), (20, 18), (21, 19), (22, 20), (26, 21)]"
508,lead,déboucher,lead_nou-vrb,"['This', 'process', 'would', 'also', ',', 'as', 'Mr', 'Bolkestein', 'correctly', 'pointed', 'out', ',', 'lead', 'to', 'better', 'functioning', 'of', 'the', 'single', 'market', 'and', 'the', 'disappearance', 'of', 'barriers', 'within', 'it', '.', '']","['', 'Ce', 'processus', 'devrait', 'également', 'déboucher', ',', 'comme', 'le', 'réclame', 'à', 'juste', 'titre', 'M.', 'Bolkestein', ',', 'sur', 'un', 'meilleur', 'fonctionnement', 'et', 'sur', 'la', 'disparition', 'des', 'entraves', 'au', 'sein', 'du', 'marché', 'intérieur', 'européen', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (5, 7), (6, 13), (7, 14), (8, 11), (9, 9), (11, 15), (12, 5), (13, 16), (14, 18), (15, 19), (17, 28), (19, 29), (20, 20), (21, 22), (22, 23), (23, 24), (24, 25), (25, 27), (27, 32)]"
509,present,présente,present_adj-nou,"['We', 'need', 'the', 'Commission', 'to', 'present', 'an', 'ambitious', 'plan', 'to', 'the', 'European', 'Council', 'by', 'June', '2005', 'to', 'increase', 'EU', 'aid', 'to', 'developing', 'countries', ',', 'a', 'plan', 'to', 'ensure', 'that', ',', 'in', '2009', ',', 'we', 'make', 'an', 'overall', 'contribution', 'of', '0.5', '%', 'of', 'GDP', 'and', 'that', 'we', 'establish', 'a', '‘', 'road', 'map', '’', 'to', 'achieve', '0.7', '%', 'in', '2015', '.', '']","['', 'Il', 'faut', 'que', 'la', 'Commission', 'présente', 'un', 'plan', 'ambitieux', 'au', 'Conseil', 'européen', 'de', 'juin', '\xa0', '2005', 'afin', 'd’', 'accroître', 'l’', 'aide', 'communautaire', 'aux', 'pays', 'en', 'développement', ',', 'un', 'plan', 'qui', 'garantisse', 'qu’', 'en', '2009', ',', 'nous', 'apportions', 'une', 'contribution', 'globale', 'égale', 'à', '0,5', '%', 'du', 'PIB', ',', 'et', 'que', 'nous', 'arrêtions', 'une', 'feuille', 'de', 'route', 'pour', 'parvenir', 'à', '0,7', '%', 'en', '2015', '.\n']","[(0, 1), (1, 2), (2, 4), (3, 5), (5, 6), (6, 7), (7, 9), (8, 8), (9, 10), (11, 12), (12, 11), (13, 13), (14, 14), (15, 16), (16, 17), (17, 19), (18, 22), (19, 21), (20, 23), (21, 26), (22, 24), (23, 27), (24, 28), (25, 29), (26, 30), (27, 31), (28, 32), (30, 33), (31, 34), (32, 35), (33, 36), (34, 37), (35, 38), (36, 40), (37, 39), (38, 42), (39, 43), (40, 44), (41, 45), (42, 46), (43, 48), (44, 49), (45, 50), (46, 51), (47, 52), (48, 20), (49, 55), (51, 32), (52, 56), (53, 58), (54, 59), (55, 60), (56, 61), (57, 62), (58, 63)]"
510,present,comporte,present_vrb,"['In', 'itself', ',', 'what', 'has', 'been', 'said', 'here', 'may', 'be', 'true', ',', 'that', 'it', 'does', 'not', 'present', 'any', 'risk', 'to', 'human', 'health', '.', '']","['', 'Il', 'est', ""d'"", 'ailleurs', 'possible', ',', 'comme', 'on', ""l'"", 'a', 'dit', ',', 'que', 'cette', 'pratique', 'ne', 'comporte', 'pas', 'de', 'risques', 'pour', 'la', 'santé', 'humaine', '.\n']","[(0, 3), (1, 4), (3, 7), (4, 10), (6, 11), (9, 2), (11, 12), (12, 13), (13, 14), (15, 18), (16, 17), (17, 19), (18, 20), (19, 21), (20, 24), (21, 23), (22, 25)]"
511,lead,entraînera,lead_nou-vrb,"['This', 'measure', ',', 'which', 'will', 'obviously', 'be', 'ineffective', 'in', 'combating', 'atmospheric', 'pollution', ',', 'will', 'lead', 'directly', 'to', 'an', 'increase', 'in', 'tax', 'revenue', 'and', 'sales', 'of', 'new', 'cars', 'to', 'replace', 'old', 'cars', ',', 'thereby', 'putting', 'an', 'even', 'greater', 'burden', 'on', 'the', 'family', 'purse', '.', '']","['', 'Cette', 'mesure', ',', 'qui', 'sera', 'à', 'l’', 'évidence', 'inefficace', 'en', 'termes', 'de', 'lutte', 'contre', 'la', 'pollution', 'atmosphérique', ',', 'entraînera', 'directement', 'une', 'hausse', 'des', 'recettes', 'fiscales', 'et', 'des', 'ventes', 'de', 'nouvelles', 'voitures', 'pour', 'remplacer', 'les', 'anciennes', ',', 'ce', 'qui', 'alourdira', 'davantage', 'encore', 'la', 'charge', 'qui', 'pèse', 'sur', 'le', 'porte-monnaie', 'familial', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 8), (7, 9), (8, 10), (9, 13), (10, 17), (11, 16), (12, 18), (13, 19), (14, 19), (15, 20), (17, 21), (18, 22), (19, 23), (20, 25), (22, 26), (23, 28), (24, 29), (25, 30), (26, 31), (27, 32), (28, 33), (29, 35), (31, 36), (32, 37), (36, 40), (38, 46), (39, 47), (40, 49), (41, 48), (42, 50)]"
512,lead,entraîner,lead_nou-vrb,"['As', 'companies', 'build', 'broader', 'pipes', ',', 'other', 'companies', 'are', 'coming', 'up', 'and', 'filling', 'those', 'pipes', ',', 'and', 'this', 'could', 'lead', 'to', 'problems', 'of', 'congestion', '.', '']","['', 'À', 'mesure', 'que', 'les', 'entreprises', 'augmentent', 'la', 'bande', 'passante', 'des', 'réseaux', ',', ""d'"", 'autres', 'entreprises', 'utilisent', 'cette', 'bande', 'passante', ',', 'et', 'cela', 'risque', ""d'"", 'entraîner', 'des', 'problèmes', 'de', 'congestion', '.\n']","[(0, 1), (1, 5), (2, 6), (4, 11), (5, 12), (6, 14), (7, 15), (12, 16), (13, 17), (14, 18), (14, 19), (15, 20), (16, 21), (17, 22), (18, 23), (19, 25), (20, 25), (21, 27), (22, 28), (23, 29), (24, 30)]"
